,WT,A20 KO,CYLD KO,A20;CYLD DKO
0,602.4048096192384,602.4048096192384,945.0901803607214,2070
1,627.6553106212425,627.6553106212425,721.442885771543,2070
2,616.8336673346694,616.8336673346694,2100.0,2070
3,598.7975951903808,598.7975951903808,1060.5210420841684,2070
4,606.0120240480962,606.0120240480962,1082.1643286573146,2070
5,606.0120240480962,606.0120240480962,2100.0,2070
6,602.4048096192384,602.4048096192384,2100.0,2070
7,595.1903807615231,595.1903807615231,2100.0,2070
8,613.2264529058116,613.2264529058116,1139.879759519038,2070
9,634.869739478958,634.869739478958,2100.0,2070
10,638.4769539078156,638.4769539078156,2100.0,2070
11,613.2264529058116,613.2264529058116,2100.0,2070
12,595.1903807615231,595.1903807615231,1753.1062124248497,2070
13,606.0120240480962,606.0120240480962,1118.2364729458918,2070
14,631.2625250501002,631.2625250501002,930.6613226452906,2070
15,602.4048096192384,598.7975951903808,2100.0,2070
16,624.0480961923848,624.0480961923848,2100.0,2070
17,631.2625250501002,631.2625250501002,1313.0260521042085,2070
18,609.6192384769539,609.6192384769539,1677.3547094188377,2070
19,627.6553106212425,627.6553106212425,2100.0,2070
20,642.0841683366733,642.0841683366733,1522.2444889779558,2070
21,638.4769539078156,638.4769539078156,1147.0941883767534,2070
22,642.0841683366733,642.0841683366733,1338.2765531062125,2070
23,606.0120240480962,606.0120240480962,2100.0,2070
24,631.2625250501002,631.2625250501002,2100.0,2070
25,606.0120240480962,606.0120240480962,2100.0,2070
26,620.440881763527,620.440881763527,2100.0,2070
27,624.0480961923848,624.0480961923848,1446.4929859719439,2070
28,609.6192384769539,609.6192384769539,2100.0,2070
29,595.1903807615231,595.1903807615231,1399.5991983967936,2070
30,642.0841683366733,642.0841683366733,2100.0,2070
31,606.0120240480962,606.0120240480962,941.4829659318638,2070
32,591.5831663326653,591.5831663326653,1374.3486973947895,2070
33,634.869739478958,634.869739478958,1280.561122244489,2070
34,591.5831663326653,591.5831663326653,786.372745490982,2070
35,609.6192384769539,609.6192384769539,2100.0,2070
36,642.0841683366733,642.0841683366733,2100.0,2070
37,595.1903807615231,595.1903807615231,2100.0,2070
38,609.6192384769539,609.6192384769539,1017.2344689378758,2070
39,631.2625250501002,631.2625250501002,1276.9539078156313,2070
40,634.869739478958,634.869739478958,966.7334669338677,2070
41,627.6553106212425,627.6553106212425,2100.0,2070
42,613.2264529058116,613.2264529058116,620.440881763527,2070
43,595.1903807615231,595.1903807615231,945.0901803607214,2070
44,642.0841683366733,642.0841683366733,2100.0,2070
45,616.8336673346694,616.8336673346694,746.6933867735471,2070
46,609.6192384769539,609.6192384769539,2100.0,2070
47,595.1903807615231,595.1903807615231,2100.0,2070
48,613.2264529058116,613.2264529058116,624.0480961923848,2070
49,606.0120240480962,606.0120240480962,609.6192384769539,2070
50,627.6553106212425,627.6553106212425,2100.0,2070
51,634.869739478958,634.869739478958,2100.0,2070
52,587.9759519038076,587.9759519038076,1626.8537074148296,2070
53,620.440881763527,620.440881763527,894.5891783567134,2070
54,656.5130260521042,656.5130260521042,2100.0,2070
55,602.4048096192384,602.4048096192384,786.372745490982,2070
56,598.7975951903808,598.7975951903808,2100.0,2070
57,598.7975951903808,598.7975951903808,2100.0,2070
58,616.8336673346694,616.8336673346694,880.1603206412826,2070
59,624.0480961923848,616.8336673346694,2100.0,2070
60,620.440881763527,620.440881763527,2100.0,2070
61,598.7975951903808,598.7975951903808,743.0861723446894,2070
62,631.2625250501002,631.2625250501002,642.0841683366733,2070
63,620.440881763527,620.440881763527,2100.0,2070
64,649.2985971943888,649.2985971943888,966.7334669338677,2070
