,WT,A20 KO,CYLD KO,A20;CYLD DKO
0,602.4048096192384,602.4048096192384,602.4048096192384,2070
1,620.440881763527,620.440881763527,620.440881763527,2070
2,613.2264529058116,613.2264529058116,613.2264529058116,2070
3,624.0480961923848,624.0480961923848,624.0480961923848,2070
4,634.869739478958,634.869739478958,634.869739478958,2070
5,638.4769539078156,638.4769539078156,638.4769539078156,2070
6,616.8336673346694,616.8336673346694,616.8336673346694,2070
7,450.90180360721445,458.11623246492985,458.11623246492985,2070
8,486.9739478957916,486.9739478957916,486.9739478957916,2070
9,562.7254509018036,562.7254509018036,562.7254509018036,2070
10,624.0480961923848,624.0480961923848,624.0480961923848,2070
11,638.4769539078156,638.4769539078156,638.4769539078156,2070
12,616.8336673346694,616.8336673346694,616.8336673346694,2070
13,602.4048096192384,602.4048096192384,602.4048096192384,2070
14,638.4769539078156,638.4769539078156,638.4769539078156,2070
15,638.4769539078156,638.4769539078156,638.4769539078156,2070
16,606.0120240480962,606.0120240480962,606.0120240480962,2070
17,598.7975951903808,598.7975951903808,598.7975951903808,2070
18,627.6553106212425,627.6553106212425,627.6553106212425,2070
19,624.0480961923848,624.0480961923848,624.0480961923848,2070
20,620.440881763527,620.440881763527,620.440881763527,2070
21,595.1903807615231,595.1903807615231,595.1903807615231,2070
22,627.6553106212425,627.6553106212425,627.6553106212425,2070
23,616.8336673346694,616.8336673346694,616.8336673346694,2070
24,624.0480961923848,624.0480961923848,624.0480961923848,2070
25,616.8336673346694,616.8336673346694,616.8336673346694,2070
26,631.2625250501002,631.2625250501002,631.2625250501002,2070
27,616.8336673346694,616.8336673346694,616.8336673346694,2070
28,616.8336673346694,616.8336673346694,616.8336673346694,2070
29,624.0480961923848,624.0480961923848,624.0480961923848,2070
30,634.869739478958,634.869739478958,634.869739478958,2070
31,606.0120240480962,606.0120240480962,606.0120240480962,2070
32,587.9759519038076,587.9759519038076,587.9759519038076,2070
33,609.6192384769539,609.6192384769539,609.6192384769539,2070
34,602.4048096192384,602.4048096192384,602.4048096192384,2070
35,613.2264529058116,613.2264529058116,613.2264529058116,2070
36,634.869739478958,634.869739478958,634.869739478958,2070
37,613.2264529058116,613.2264529058116,613.2264529058116,2070
38,598.7975951903808,598.7975951903808,598.7975951903808,2070
39,606.0120240480962,606.0120240480962,606.0120240480962,2070
40,616.8336673346694,616.8336673346694,616.8336673346694,2070
41,436.4729458917836,436.4729458917836,436.4729458917836,2070
42,613.2264529058116,613.2264529058116,613.2264529058116,2070
43,613.2264529058116,613.2264529058116,613.2264529058116,2070
44,598.7975951903808,598.7975951903808,598.7975951903808,2070
45,624.0480961923848,624.0480961923848,624.0480961923848,2070
46,598.7975951903808,598.7975951903808,598.7975951903808,2070
47,624.0480961923848,624.0480961923848,624.0480961923848,2070
48,609.6192384769539,609.6192384769539,609.6192384769539,2070
49,634.869739478958,634.869739478958,634.869739478958,2070
50,591.5831663326653,591.5831663326653,591.5831663326653,2070
51,602.4048096192384,602.4048096192384,602.4048096192384,2070
52,620.440881763527,620.440881763527,620.440881763527,2070
53,609.6192384769539,609.6192384769539,609.6192384769539,2070
54,634.869739478958,634.869739478958,634.869739478958,2070
55,627.6553106212425,627.6553106212425,627.6553106212425,2070
56,606.0120240480962,606.0120240480962,606.0120240480962,2070
57,584.3687374749499,584.3687374749499,584.3687374749499,2070
58,602.4048096192384,602.4048096192384,602.4048096192384,2070
59,598.7975951903808,598.7975951903808,598.7975951903808,2070
60,602.4048096192384,602.4048096192384,602.4048096192384,2070
61,634.869739478958,634.869739478958,634.869739478958,2070
62,620.440881763527,620.440881763527,620.440881763527,2070
63,620.440881763527,620.440881763527,620.440881763527,2070
64,624.0480961923848,624.0480961923848,624.0480961923848,2070
65,616.8336673346694,616.8336673346694,616.8336673346694,2070
66,627.6553106212425,627.6553106212425,627.6553106212425,2070
67,642.0841683366733,642.0841683366733,642.0841683366733,2070
68,627.6553106212425,627.6553106212425,627.6553106212425,2070
69,616.8336673346694,616.8336673346694,616.8336673346694,2070
70,631.2625250501002,631.2625250501002,631.2625250501002,2070
71,620.440881763527,620.440881763527,620.440881763527,2070
72,609.6192384769539,609.6192384769539,609.6192384769539,2070
73,620.440881763527,620.440881763527,620.440881763527,2070
74,631.2625250501002,631.2625250501002,631.2625250501002,2070
75,606.0120240480962,606.0120240480962,606.0120240480962,2070
76,591.5831663326653,591.5831663326653,591.5831663326653,2070
77,606.0120240480962,606.0120240480962,606.0120240480962,2070
78,598.7975951903808,598.7975951903808,598.7975951903808,2070
79,631.2625250501002,631.2625250501002,631.2625250501002,2070
80,616.8336673346694,616.8336673346694,616.8336673346694,2070
81,609.6192384769539,609.6192384769539,609.6192384769539,2070
82,613.2264529058116,613.2264529058116,613.2264529058116,2070
83,620.440881763527,620.440881763527,620.440881763527,2070
84,616.8336673346694,616.8336673346694,616.8336673346694,2070
85,624.0480961923848,624.0480961923848,624.0480961923848,2070
86,638.4769539078156,638.4769539078156,638.4769539078156,2070
87,606.0120240480962,606.0120240480962,606.0120240480962,2070
88,616.8336673346694,616.8336673346694,616.8336673346694,2070
89,634.869739478958,634.869739478958,634.869739478958,2070
90,598.7975951903808,598.7975951903808,598.7975951903808,2070
91,602.4048096192384,602.4048096192384,602.4048096192384,2070
92,609.6192384769539,609.6192384769539,609.6192384769539,2070
93,620.440881763527,620.440881763527,620.440881763527,2070
94,638.4769539078156,638.4769539078156,638.4769539078156,2070
95,609.6192384769539,609.6192384769539,609.6192384769539,2070
96,591.5831663326653,591.5831663326653,591.5831663326653,2070
97,613.2264529058116,613.2264529058116,613.2264529058116,2070
98,598.7975951903808,598.7975951903808,598.7975951903808,2070
99,606.0120240480962,606.0120240480962,606.0120240480962,2070
100,620.440881763527,620.440881763527,620.440881763527,2070
101,595.1903807615231,595.1903807615231,595.1903807615231,2070
102,627.6553106212425,627.6553106212425,627.6553106212425,2070
103,634.869739478958,634.869739478958,634.869739478958,2070
104,606.0120240480962,606.0120240480962,606.0120240480962,2070
105,609.6192384769539,609.6192384769539,609.6192384769539,2070
106,627.6553106212425,627.6553106212425,627.6553106212425,2070
107,620.440881763527,620.440881763527,620.440881763527,2070
108,638.4769539078156,638.4769539078156,638.4769539078156,2070
109,652.9058116232464,652.9058116232464,652.9058116232464,2070
110,616.8336673346694,616.8336673346694,616.8336673346694,2070
111,620.440881763527,620.440881763527,620.440881763527,2070
112,634.869739478958,634.869739478958,634.869739478958,2070
113,634.869739478958,634.869739478958,634.869739478958,2070
114,634.869739478958,634.869739478958,634.869739478958,2070
115,624.0480961923848,624.0480961923848,624.0480961923848,2070
116,609.6192384769539,609.6192384769539,609.6192384769539,2070
117,616.8336673346694,616.8336673346694,616.8336673346694,2070
118,624.0480961923848,624.0480961923848,624.0480961923848,2070
119,606.0120240480962,606.0120240480962,606.0120240480962,2070
120,624.0480961923848,624.0480961923848,624.0480961923848,2070
121,602.4048096192384,602.4048096192384,602.4048096192384,2070
122,634.869739478958,634.869739478958,634.869739478958,2070
123,634.869739478958,634.869739478958,634.869739478958,2070
124,602.4048096192384,602.4048096192384,602.4048096192384,2070
125,613.2264529058116,613.2264529058116,613.2264529058116,2070
126,620.440881763527,620.440881763527,620.440881763527,2070
127,606.0120240480962,606.0120240480962,606.0120240480962,2070
128,606.0120240480962,606.0120240480962,606.0120240480962,2070
129,606.0120240480962,606.0120240480962,606.0120240480962,2070
130,620.440881763527,620.440881763527,620.440881763527,2070
131,606.0120240480962,606.0120240480962,606.0120240480962,2070
132,595.1903807615231,595.1903807615231,595.1903807615231,2070
133,566.3326653306614,566.3326653306614,566.3326653306614,2070
134,631.2625250501002,631.2625250501002,631.2625250501002,2070
135,598.7975951903808,598.7975951903808,598.7975951903808,2070
136,616.8336673346694,616.8336673346694,616.8336673346694,2070
137,609.6192384769539,609.6192384769539,609.6192384769539,2070
138,624.0480961923848,624.0480961923848,624.0480961923848,2070
139,634.869739478958,634.869739478958,634.869739478958,2070
140,627.6553106212425,627.6553106212425,627.6553106212425,2070
141,620.440881763527,620.440881763527,620.440881763527,2070
142,642.0841683366733,642.0841683366733,642.0841683366733,2070
143,616.8336673346694,616.8336673346694,616.8336673346694,2070
144,613.2264529058116,613.2264529058116,613.2264529058116,2070
145,620.440881763527,620.440881763527,620.440881763527,2070
146,627.6553106212425,627.6553106212425,627.6553106212425,2070
147,613.2264529058116,613.2264529058116,613.2264529058116,2070
148,620.440881763527,620.440881763527,620.440881763527,2070
149,627.6553106212425,627.6553106212425,627.6553106212425,2070
150,584.3687374749499,584.3687374749499,584.3687374749499,2070
151,620.440881763527,620.440881763527,620.440881763527,2070
152,616.8336673346694,616.8336673346694,616.8336673346694,2070
153,624.0480961923848,624.0480961923848,624.0480961923848,2070
154,634.869739478958,634.869739478958,634.869739478958,2070
155,649.2985971943888,649.2985971943888,649.2985971943888,2070
156,620.440881763527,620.440881763527,620.440881763527,2070
157,631.2625250501002,631.2625250501002,631.2625250501002,2070
158,613.2264529058116,613.2264529058116,613.2264529058116,2070
159,595.1903807615231,595.1903807615231,595.1903807615231,2070
160,620.440881763527,620.440881763527,620.440881763527,2070
161,624.0480961923848,624.0480961923848,624.0480961923848,2070
162,616.8336673346694,616.8336673346694,616.8336673346694,2070
163,616.8336673346694,616.8336673346694,616.8336673346694,2070
164,613.2264529058116,613.2264529058116,613.2264529058116,2070
165,624.0480961923848,624.0480961923848,624.0480961923848,2070
166,613.2264529058116,613.2264529058116,613.2264529058116,2070
167,598.7975951903808,598.7975951903808,598.7975951903808,2070
168,602.4048096192384,602.4048096192384,602.4048096192384,2070
169,624.0480961923848,624.0480961923848,624.0480961923848,2070
170,620.440881763527,620.440881763527,620.440881763527,2070
171,595.1903807615231,595.1903807615231,595.1903807615231,2070
172,595.1903807615231,595.1903807615231,595.1903807615231,2070
173,609.6192384769539,609.6192384769539,609.6192384769539,2070
174,606.0120240480962,606.0120240480962,606.0120240480962,2070
175,624.0480961923848,624.0480961923848,624.0480961923848,2070
176,609.6192384769539,609.6192384769539,609.6192384769539,2070
177,620.440881763527,620.440881763527,620.440881763527,2070
178,624.0480961923848,624.0480961923848,624.0480961923848,2070
179,627.6553106212425,627.6553106212425,627.6553106212425,2070
180,602.4048096192384,602.4048096192384,602.4048096192384,2070
181,591.5831663326653,591.5831663326653,591.5831663326653,2070
182,620.440881763527,620.440881763527,620.440881763527,2070
183,606.0120240480962,606.0120240480962,606.0120240480962,2070
184,624.0480961923848,624.0480961923848,624.0480961923848,2070
185,591.5831663326653,591.5831663326653,591.5831663326653,2070
186,580.7615230460922,580.7615230460922,580.7615230460922,2070
187,638.4769539078156,638.4769539078156,638.4769539078156,2070
188,598.7975951903808,598.7975951903808,598.7975951903808,2070
189,624.0480961923848,624.0480961923848,624.0480961923848,2070
190,591.5831663326653,591.5831663326653,591.5831663326653,2070
191,587.9759519038076,587.9759519038076,587.9759519038076,2070
192,631.2625250501002,631.2625250501002,631.2625250501002,2070
193,620.440881763527,620.440881763527,620.440881763527,2070
194,624.0480961923848,624.0480961923848,624.0480961923848,2070
195,609.6192384769539,609.6192384769539,609.6192384769539,2070
196,620.440881763527,620.440881763527,620.440881763527,2070
197,631.2625250501002,631.2625250501002,631.2625250501002,2070
198,624.0480961923848,624.0480961923848,624.0480961923848,2070
199,645.6913827655311,645.6913827655311,645.6913827655311,2070
200,609.6192384769539,609.6192384769539,609.6192384769539,2070
201,616.8336673346694,616.8336673346694,616.8336673346694,2070
202,616.8336673346694,616.8336673346694,616.8336673346694,2070
203,627.6553106212425,627.6553106212425,627.6553106212425,2070
204,606.0120240480962,606.0120240480962,606.0120240480962,2070
205,638.4769539078156,638.4769539078156,638.4769539078156,2070
206,613.2264529058116,613.2264529058116,613.2264529058116,2070
207,606.0120240480962,606.0120240480962,606.0120240480962,2070
208,627.6553106212425,627.6553106212425,627.6553106212425,2070
209,595.1903807615231,595.1903807615231,595.1903807615231,2070
210,620.440881763527,620.440881763527,620.440881763527,2070
211,595.1903807615231,595.1903807615231,595.1903807615231,2070
212,634.869739478958,634.869739478958,634.869739478958,2070
213,624.0480961923848,624.0480961923848,624.0480961923848,2070
214,620.440881763527,620.440881763527,620.440881763527,2070
215,624.0480961923848,624.0480961923848,624.0480961923848,2070
216,649.2985971943888,649.2985971943888,649.2985971943888,2070
217,624.0480961923848,624.0480961923848,624.0480961923848,2070
218,624.0480961923848,624.0480961923848,624.0480961923848,2070
219,580.7615230460922,580.7615230460922,580.7615230460922,2070
220,609.6192384769539,609.6192384769539,609.6192384769539,2070
221,620.440881763527,620.440881763527,620.440881763527,2070
222,609.6192384769539,609.6192384769539,609.6192384769539,2070
223,609.6192384769539,609.6192384769539,609.6192384769539,2070
224,606.0120240480962,606.0120240480962,606.0120240480962,2070
225,634.869739478958,634.869739478958,634.869739478958,2070
226,616.8336673346694,616.8336673346694,616.8336673346694,2070
227,602.4048096192384,602.4048096192384,602.4048096192384,2070
228,595.1903807615231,595.1903807615231,595.1903807615231,2070
229,609.6192384769539,609.6192384769539,609.6192384769539,2070
230,587.9759519038076,587.9759519038076,587.9759519038076,2070
231,609.6192384769539,609.6192384769539,609.6192384769539,2070
232,613.2264529058116,613.2264529058116,613.2264529058116,2070
233,620.440881763527,620.440881763527,620.440881763527,2070
234,627.6553106212425,627.6553106212425,627.6553106212425,2070
235,631.2625250501002,631.2625250501002,631.2625250501002,2070
236,631.2625250501002,631.2625250501002,631.2625250501002,2070
237,616.8336673346694,616.8336673346694,616.8336673346694,2070
238,609.6192384769539,609.6192384769539,609.6192384769539,2070
239,606.0120240480962,606.0120240480962,606.0120240480962,2070
240,627.6553106212425,627.6553106212425,627.6553106212425,2070
241,642.0841683366733,642.0841683366733,642.0841683366733,2070
242,616.8336673346694,616.8336673346694,616.8336673346694,2070
243,606.0120240480962,606.0120240480962,606.0120240480962,2070
244,602.4048096192384,602.4048096192384,602.4048096192384,2070
245,624.0480961923848,624.0480961923848,624.0480961923848,2070
246,638.4769539078156,638.4769539078156,638.4769539078156,2070
247,624.0480961923848,624.0480961923848,624.0480961923848,2070
248,616.8336673346694,616.8336673346694,616.8336673346694,2070
249,642.0841683366733,642.0841683366733,642.0841683366733,2070
250,613.2264529058116,613.2264529058116,613.2264529058116,2070
251,631.2625250501002,631.2625250501002,631.2625250501002,2070
252,620.440881763527,620.440881763527,620.440881763527,2070
253,642.0841683366733,642.0841683366733,642.0841683366733,2070
254,609.6192384769539,609.6192384769539,609.6192384769539,2070
255,609.6192384769539,609.6192384769539,609.6192384769539,2070
256,616.8336673346694,616.8336673346694,616.8336673346694,2070
257,616.8336673346694,616.8336673346694,616.8336673346694,2070
258,609.6192384769539,609.6192384769539,609.6192384769539,2070
259,613.2264529058116,613.2264529058116,613.2264529058116,2070
260,573.5470941883767,573.5470941883767,573.5470941883767,2070
261,613.2264529058116,613.2264529058116,613.2264529058116,2070
262,606.0120240480962,606.0120240480962,606.0120240480962,2070
263,602.4048096192384,602.4048096192384,602.4048096192384,2070
264,613.2264529058116,613.2264529058116,613.2264529058116,2070
265,616.8336673346694,616.8336673346694,616.8336673346694,2070
266,652.9058116232464,652.9058116232464,652.9058116232464,2070
267,620.440881763527,620.440881763527,620.440881763527,2070
268,602.4048096192384,602.4048096192384,602.4048096192384,2070
269,602.4048096192384,602.4048096192384,602.4048096192384,2070
270,595.1903807615231,595.1903807615231,595.1903807615231,2070
271,602.4048096192384,602.4048096192384,602.4048096192384,2070
272,573.5470941883767,573.5470941883767,573.5470941883767,2070
273,591.5831663326653,591.5831663326653,591.5831663326653,2070
274,609.6192384769539,609.6192384769539,609.6192384769539,2070
275,602.4048096192384,602.4048096192384,602.4048096192384,2070
276,591.5831663326653,591.5831663326653,591.5831663326653,2070
277,613.2264529058116,613.2264529058116,613.2264529058116,2070
278,620.440881763527,620.440881763527,620.440881763527,2070
279,631.2625250501002,631.2625250501002,631.2625250501002,2070
280,631.2625250501002,631.2625250501002,631.2625250501002,2070
281,616.8336673346694,616.8336673346694,616.8336673346694,2070
282,598.7975951903808,598.7975951903808,598.7975951903808,2070
283,627.6553106212425,627.6553106212425,627.6553106212425,2070
284,598.7975951903808,598.7975951903808,598.7975951903808,2070
285,591.5831663326653,591.5831663326653,591.5831663326653,2070
286,595.1903807615231,595.1903807615231,595.1903807615231,2070
287,638.4769539078156,638.4769539078156,638.4769539078156,2070
288,642.0841683366733,642.0841683366733,642.0841683366733,2070
289,627.6553106212425,627.6553106212425,627.6553106212425,2070
290,606.0120240480962,606.0120240480962,606.0120240480962,2070
291,602.4048096192384,602.4048096192384,602.4048096192384,2070
292,638.4769539078156,638.4769539078156,638.4769539078156,2070
293,642.0841683366733,642.0841683366733,642.0841683366733,2070
294,616.8336673346694,616.8336673346694,616.8336673346694,2070
295,606.0120240480962,606.0120240480962,606.0120240480962,2070
296,602.4048096192384,602.4048096192384,602.4048096192384,2070
297,609.6192384769539,609.6192384769539,609.6192384769539,2070
298,609.6192384769539,609.6192384769539,609.6192384769539,2070
299,620.440881763527,620.440881763527,620.440881763527,2070
300,606.0120240480962,606.0120240480962,606.0120240480962,2070
301,613.2264529058116,613.2264529058116,613.2264529058116,2070
302,555.5110220440882,555.5110220440882,555.5110220440882,2080
303,587.9759519038076,587.9759519038076,587.9759519038076,2080
304,606.0120240480962,606.0120240480962,606.0120240480962,2080
305,620.440881763527,620.440881763527,620.440881763527,2080
306,591.5831663326653,591.5831663326653,591.5831663326653,2080
307,624.0480961923848,624.0480961923848,624.0480961923848,2080
308,613.2264529058116,613.2264529058116,613.2264529058116,2080
309,613.2264529058116,613.2264529058116,613.2264529058116,2080
310,609.6192384769539,609.6192384769539,609.6192384769539,2080
311,602.4048096192384,602.4048096192384,602.4048096192384,2080
312,634.869739478958,634.869739478958,634.869739478958,2080
313,638.4769539078156,638.4769539078156,638.4769539078156,2080
314,624.0480961923848,624.0480961923848,624.0480961923848,2080
315,613.2264529058116,613.2264529058116,613.2264529058116,2080
316,602.4048096192384,602.4048096192384,602.4048096192384,2080
317,584.3687374749499,584.3687374749499,584.3687374749499,2080
318,598.7975951903808,598.7975951903808,598.7975951903808,2080
319,602.4048096192384,602.4048096192384,602.4048096192384,2080
320,634.869739478958,634.869739478958,634.869739478958,2080
321,616.8336673346694,616.8336673346694,616.8336673346694,2080
322,606.0120240480962,606.0120240480962,606.0120240480962,2080
323,598.7975951903808,598.7975951903808,598.7975951903808,2080
324,609.6192384769539,613.2264529058116,613.2264529058116,2080
325,631.2625250501002,631.2625250501002,631.2625250501002,2080
326,620.440881763527,620.440881763527,620.440881763527,2080
327,598.7975951903808,598.7975951903808,598.7975951903808,2080
328,613.2264529058116,613.2264529058116,613.2264529058116,2080
329,616.8336673346694,616.8336673346694,616.8336673346694,2080
330,606.0120240480962,606.0120240480962,606.0120240480962,2080
331,602.4048096192384,602.4048096192384,602.4048096192384,2080
332,620.440881763527,620.440881763527,620.440881763527,2080
333,616.8336673346694,616.8336673346694,616.8336673346694,2080
334,606.0120240480962,606.0120240480962,606.0120240480962,2080
335,606.0120240480962,606.0120240480962,606.0120240480962,2080
336,598.7975951903808,598.7975951903808,598.7975951903808,2080
337,642.0841683366733,642.0841683366733,642.0841683366733,2080
338,652.9058116232464,652.9058116232464,652.9058116232464,2080
339,631.2625250501002,631.2625250501002,631.2625250501002,2080
340,606.0120240480962,606.0120240480962,606.0120240480962,2080
341,613.2264529058116,613.2264529058116,613.2264529058116,2080
342,627.6553106212425,627.6553106212425,627.6553106212425,2080
343,609.6192384769539,609.6192384769539,609.6192384769539,2080
344,649.2985971943888,649.2985971943888,649.2985971943888,2080
345,606.0120240480962,606.0120240480962,606.0120240480962,2080
346,613.2264529058116,613.2264529058116,613.2264529058116,2080
347,624.0480961923848,624.0480961923848,624.0480961923848,2080
348,602.4048096192384,602.4048096192384,602.4048096192384,2080
349,620.440881763527,620.440881763527,620.440881763527,2080
350,627.6553106212425,627.6553106212425,627.6553106212425,2080
351,620.440881763527,620.440881763527,620.440881763527,2080
352,609.6192384769539,609.6192384769539,609.6192384769539,2080
353,595.1903807615231,595.1903807615231,595.1903807615231,2080
354,609.6192384769539,609.6192384769539,609.6192384769539,2080
355,606.0120240480962,606.0120240480962,606.0120240480962,2080
356,606.0120240480962,606.0120240480962,606.0120240480962,2080
357,613.2264529058116,613.2264529058116,613.2264529058116,2080
358,602.4048096192384,602.4048096192384,602.4048096192384,2080
359,634.869739478958,634.869739478958,634.869739478958,2080
360,613.2264529058116,613.2264529058116,613.2264529058116,2080
361,616.8336673346694,616.8336673346694,616.8336673346694,2080
362,620.440881763527,620.440881763527,620.440881763527,2080
363,595.1903807615231,595.1903807615231,595.1903807615231,2080
364,620.440881763527,620.440881763527,620.440881763527,2080
365,616.8336673346694,616.8336673346694,616.8336673346694,2080
366,606.0120240480962,606.0120240480962,606.0120240480962,2080
367,627.6553106212425,627.6553106212425,627.6553106212425,2080
368,631.2625250501002,631.2625250501002,631.2625250501002,2080
369,616.8336673346694,616.8336673346694,616.8336673346694,2080
370,609.6192384769539,609.6192384769539,609.6192384769539,2080
371,620.440881763527,620.440881763527,620.440881763527,2080
372,631.2625250501002,631.2625250501002,631.2625250501002,2080
373,606.0120240480962,606.0120240480962,606.0120240480962,2080
374,616.8336673346694,616.8336673346694,616.8336673346694,2080
375,606.0120240480962,606.0120240480962,606.0120240480962,2080
376,616.8336673346694,616.8336673346694,616.8336673346694,2080
