,WT,P4 KD,P4 OE,P12 KD,P12 OE,P13 KD,P13 OE,P14 KD,P14 OE
0,9.97995991983968,10.100200400801604,9.97995991983968,14.488977955911823,7.935871743486974,13.16633266533066,9.138276553106213,9.97995991983968,9.97995991983968
1,10.460921843687375,10.460921843687375,10.460921843687375,15.571142284569138,7.274549098196393,10.521042084168336,10.460921843687375,10.460921843687375,10.460921843687375
2,10.280561122244489,15.511022044088177,7.094188376753507,15.631262525050099,6.913827655310621,10.641282565130261,10.280561122244489,10.280561122244489,10.280561122244489
3,9.97995991983968,13.346693386773548,8.897795591182364,12.80561122244489,9.258517034068138,9.97995991983968,9.97995991983968,9.97995991983968,9.97995991983968
4,10.100200400801604,10.100200400801604,10.100200400801604,14.909819639278558,7.8156312625250495,11.783567134268537,9.859719438877756,10.100200400801604,10.100200400801604
5,10.100200400801604,11.24248496993988,9.97995991983968,15.511022044088177,7.274549098196393,10.100200400801604,10.100200400801604,10.100200400801604,10.100200400801604
6,10.04008016032064,10.280561122244489,10.04008016032064,15.450901803607215,6.913827655310621,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064
7,9.919839679358718,10.701402805611222,9.799599198396795,15.030060120240481,7.154308617234468,9.919839679358718,9.919839679358718,9.919839679358718,9.919839679358718
8,10.220440881763526,10.220440881763526,10.220440881763526,15.210420841683367,7.875751503006012,12.144288577154308,9.919839679358718,10.220440881763526,10.220440881763526
9,10.5811623246493,15.811623246492987,7.8156312625250495,16.412825651302605,6.973947895791583,11.482965931863728,10.460921843687375,10.5811623246493,10.5811623246493
10,10.641282565130261,14.909819639278558,9.07815631262525,16.59318637274549,7.094188376753507,13.527054108216435,9.97995991983968,10.641282565130261,10.641282565130261
11,10.220440881763526,13.226452905811623,9.438877755511022,13.46693386773547,9.37875751503006,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526
12,9.919839679358718,12.80561122244489,9.198396793587174,13.286573146292586,8.957915831663327,9.919839679358718,9.919839679358718,9.919839679358718,9.919839679358718
13,10.100200400801604,10.100200400801604,10.100200400801604,14.188376753507015,8.657314629258517,12.925851703406813,9.438877755511022,10.100200400801604,10.100200400801604
14,10.521042084168336,10.5811623246493,10.521042084168336,15.090180360721442,8.71743486973948,13.707414829659319,9.73947895791583,10.521042084168336,10.521042084168336
15,9.97995991983968,15.090180360721442,6.793587174348698,14.849699398797595,7.154308617234468,14.969939879759519,6.973947895791583,9.97995991983968,9.97995991983968
16,10.400801603206414,11.603206412825651,10.220440881763526,13.707414829659319,9.619238476953909,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414
17,10.5811623246493,10.821643286573146,10.521042084168336,13.527054108216435,9.97995991983968,10.5811623246493,10.5811623246493,10.5811623246493,10.5811623246493
18,10.160320641282565,10.460921843687375,10.100200400801604,14.609218436873748,8.41683366733467,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565
19,10.460921843687375,10.761523046092185,10.460921843687375,15.931863727454909,7.334669338677355,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375
20,10.701402805611222,10.761523046092185,10.701402805611222,11.302605210420841,10.641282565130261,14.66933867735471,9.498997995991983,10.701402805611222,10.701402805611222
21,10.701402805611222,11.062124248496994,10.701402805611222,13.887775551102205,10.100200400801604,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222
22,10.821643286573146,11.062124248496994,10.821643286573146,14.008016032064129,10.220440881763526,10.821643286573146,10.821643286573146,10.821643286573146,10.821643286573146
23,10.100200400801604,10.100200400801604,10.100200400801604,13.346693386773548,9.258517034068138,10.100200400801604,10.100200400801604,10.100200400801604,10.100200400801604
24,10.521042084168336,15.811623246492987,7.274549098196393,15.991983967935873,7.034068136272546,10.641282565130261,10.521042084168336,10.521042084168336,10.521042084168336
25,10.100200400801604,14.969939879759519,7.214428857715431,15.270541082164328,6.733466933867735,10.220440881763526,10.04008016032064,10.100200400801604,10.100200400801604
26,10.400801603206414,15.631262525050099,7.214428857715431,15.811623246492987,6.913827655310621,10.94188376753507,10.340681362725451,10.400801603206414,10.400801603206414
27,10.400801603206414,10.400801603206414,10.400801603206414,15.991983967935873,6.973947895791583,11.482965931863728,10.280561122244489,10.400801603206414,10.400801603206414
28,10.160320641282565,10.94188376753507,10.04008016032064,13.40681362725451,9.37875751503006,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565
29,9.919839679358718,9.919839679358718,9.919839679358718,15.090180360721442,6.673346693386774,10.400801603206414,9.859719438877756,9.919839679358718,9.919839679358718
30,10.701402805611222,15.931863727454909,7.454909819639279,16.112224448897795,7.154308617234468,10.94188376753507,10.641282565130261,10.701402805611222,10.701402805611222
31,10.04008016032064,10.100200400801604,10.04008016032064,14.549098196392785,8.236472945891784,13.046092184368739,9.37875751503006,10.04008016032064,10.04008016032064
32,9.859719438877756,9.859719438877756,9.859719438877756,15.030060120240481,6.673346693386774,10.521042084168336,9.799599198396795,9.859719438877756,9.859719438877756
33,10.641282565130261,10.761523046092185,10.641282565130261,12.985971943887774,10.220440881763526,10.641282565130261,10.641282565130261,10.641282565130261,10.641282565130261
34,9.859719438877756,9.919839679358718,9.859719438877756,10.220440881763526,9.799599198396795,10.340681362725451,9.799599198396795,9.859719438877756,9.859719438877756
