,WT,P4 KD,P4 OE,P12 KD,P12 OE,P13 KD,P13 OE,P14 KD,P14 OE
0,9.979959919839681,10.100200400801604,9.979959919839681,14.488977955911825,7.935871743486973,13.16633266533066,9.138276553106213,9.979959919839681,9.979959919839681
1,10.460921843687377,10.460921843687377,10.460921843687377,15.571142284569136,7.274549098196392,10.521042084168336,10.460921843687377,10.460921843687377,10.460921843687377
2,10.280561122244489,15.511022044088175,7.094188376753507,15.631262525050099,6.913827655310621,10.64128256513026,10.280561122244489,10.280561122244489,10.280561122244489
3,9.979959919839681,13.346693386773545,8.897795591182364,12.80561122244489,9.258517034068136,9.979959919839681,9.979959919839681,9.979959919839681,9.979959919839681
4,10.100200400801604,10.100200400801604,10.100200400801604,14.909819639278558,7.8156312625250495,11.783567134268534,9.859719438877756,10.100200400801604,10.100200400801604
5,10.100200400801604,11.24248496993988,9.979959919839681,15.511022044088175,7.274549098196392,10.100200400801604,10.100200400801604,10.100200400801604,10.100200400801604
6,10.04008016032064,10.280561122244489,10.04008016032064,15.450901803607216,6.913827655310621,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064
7,9.919839679358716,10.701402805611224,9.799599198396796,15.030060120240481,7.154308617234467,9.919839679358716,9.919839679358716,9.919839679358716,9.919839679358716
8,10.220440881763524,10.220440881763524,10.220440881763524,15.210420841683366,7.875751503006012,12.144288577154308,9.919839679358716,10.220440881763524,10.220440881763524
9,10.5811623246493,15.811623246492989,7.8156312625250495,16.412825651302605,6.973947895791582,11.482965931863728,10.460921843687377,10.5811623246493,10.5811623246493
10,10.64128256513026,14.909819639278558,9.07815631262525,16.59318637274549,7.094188376753507,13.527054108216436,9.979959919839681,10.64128256513026,10.64128256513026
11,10.220440881763524,13.226452905811625,9.438877755511024,13.466933867735472,9.378757515030061,10.220440881763524,10.220440881763524,10.220440881763524,10.220440881763524
12,9.919839679358716,12.80561122244489,9.198396793587174,13.286573146292586,8.957915831663328,9.919839679358716,9.919839679358716,9.919839679358716,9.919839679358716
13,10.100200400801604,10.100200400801604,10.100200400801604,14.188376753507015,8.657314629258517,12.925851703406813,9.438877755511024,10.100200400801604,10.100200400801604
