,WT,P3 KD,P3 OE,P12 KD,P12 OE,P13 KD,P13 OE,P15 KD,P15 OE,P16 KD,P16 OE,P17 KD,P17 OE,P18 KD,P18 OE,P19 KD,P19 OE,P20 KD,P20 OE
10,10.94188376753507,10.04008016032064,15.871743486973948,17.555110220440884,7.214428857715431,11.362725450901802,10.94188376753507,10.340681362725451,13.707414829659319,11.603206412825651,10.400801603206414,13.707414829659319,10.340681362725451,10.94188376753507,10.94188376753507,11.002004008016032,10.881763527054108,10.94188376753507,10.94188376753507
11,10.460921843687375,10.400801603206414,11.482965931863728,15.751503006012024,7.094188376753507,10.521042084168336,10.460921843687375,10.460921843687375,10.521042084168336,10.460921843687375,10.460921843687375,10.521042084168336,10.460921843687375,10.460921843687375,10.460921843687375,10.521042084168336,10.460921843687375,10.460921843687375,10.460921843687375
12,11.482965931863728,11.422845691382767,11.603206412825651,17.555110220440884,7.755511022044089,11.482965931863728,11.422845691382767,10.280561122244489,15.330661322645291,11.482965931863728,11.422845691382767,15.330661322645291,10.280561122244489,11.422845691382767,11.482965931863728,11.482965931863728,11.24248496993988,11.543086172344688,11.422845691382767
13,11.843687374749498,11.362725450901802,15.270541082164328,16.472945891783567,10.340681362725451,11.90380761523046,11.843687374749498,10.5811623246493,16.292585170340683,11.963927855711423,11.182364729458918,16.292585170340683,10.5811623246493,11.843687374749498,11.843687374749498,11.843687374749498,11.723446893787576,11.843687374749498,11.843687374749498
14,10.701402805611222,10.701402805611222,10.701402805611222,14.789579158316633,9.318637274549099,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222
15,11.362725450901802,11.302605210420841,12.324649298597194,16.953907815631265,8.236472945891784,11.422845691382767,11.362725450901802,10.280561122244489,15.210420841683367,11.362725450901802,11.362725450901802,15.210420841683367,10.280561122244489,11.362725450901802,11.362725450901802,11.362725450901802,11.24248496993988,11.362725450901802,11.362725450901802
16,11.723446893787576,11.482965931863728,13.76753507014028,17.374749498997996,8.356713426853707,14.128256513026052,11.24248496993988,10.641282565130261,15.390781563126252,11.783567134268537,11.422845691382767,15.390781563126252,10.641282565130261,11.723446893787576,11.723446893787576,11.783567134268537,11.603206412825651,11.723446893787576,11.723446893787576
17,11.482965931863728,11.482965931863728,11.482965931863728,18.45691382765531,7.214428857715431,11.482965931863728,11.482965931863728,10.400801603206414,13.647294589178356,11.482965931863728,11.482965931863728,13.647294589178356,10.400801603206414,11.482965931863728,11.482965931863728,11.783567134268537,10.641282565130261,11.543086172344688,11.482965931863728
18,10.761523046092185,9.559118236472946,15.330661322645291,16.112224448897795,7.575150300601203,10.761523046092185,10.761523046092185,10.04008016032064,11.90380761523046,10.761523046092185,10.701402805611222,11.90380761523046,10.04008016032064,10.761523046092185,10.761523046092185,11.122244488977957,10.100200400801604,10.761523046092185,10.761523046092185
19,10.160320641282565,10.160320641282565,10.160320641282565,16.893787575150302,6.25250501002004,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565
20,12.384769539078157,12.324649298597194,12.565130260521043,19.35871743486974,8.176352705410823,12.384769539078157,12.384769539078157,11.122244488977957,15.871743486973948,12.384769539078157,12.324649298597194,15.931863727454909,11.122244488977957,12.324649298597194,12.50501002004008,12.444889779559118,11.843687374749498,12.565130260521043,12.324649298597194
21,11.422845691382767,11.362725450901802,12.084168336673347,17.43486973947896,7.695390781563126,11.422845691382767,11.422845691382767,10.340681362725451,15.210420841683367,11.422845691382767,11.362725450901802,15.330661322645291,10.220440881763526,11.422845691382767,11.422845691382767,11.422845691382767,11.24248496993988,11.482965931863728,11.422845691382767
22,11.783567134268537,11.783567134268537,11.90380761523046,18.1563126252505,7.935871743486974,11.783567134268537,11.783567134268537,10.5811623246493,15.871743486973948,11.783567134268537,11.783567134268537,15.871743486973948,10.5811623246493,11.783567134268537,11.783567134268537,11.783567134268537,11.603206412825651,11.843687374749498,11.783567134268537
23,11.543086172344688,11.482965931863728,11.663326653306614,16.773547094188377,9.138276553106213,11.543086172344688,11.543086172344688,10.5811623246493,13.346693386773548,11.543086172344688,11.422845691382767,13.346693386773548,10.5811623246493,11.543086172344688,11.543086172344688,11.843687374749498,10.761523046092185,11.543086172344688,11.543086172344688
24,12.324649298597194,12.264529058116233,12.384769539078157,19.298597194388776,8.056112224448897,12.324649298597194,12.324649298597194,11.002004008016032,16.352705410821645,12.324649298597194,12.264529058116233,16.352705410821645,11.002004008016032,12.264529058116233,12.50501002004008,12.324649298597194,11.963927855711423,12.565130260521043,12.264529058116233
25,11.362725450901802,11.302605210420841,11.482965931863728,16.352705410821645,8.957915831663327,11.362725450901802,11.362725450901802,10.5811623246493,12.565130260521043,11.362725450901802,11.122244488977957,12.565130260521043,10.5811623246493,11.362725450901802,11.362725450901802,11.783567134268537,10.701402805611222,11.362725450901802,11.362725450901802
26,10.04008016032064,9.919839679358718,11.422845691382767,15.751503006012024,6.613226452905812,11.002004008016032,9.919839679358718,9.919839679358718,11.002004008016032,10.641282565130261,9.919839679358718,11.002004008016032,9.919839679358718,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064
27,10.761523046092185,10.641282565130261,12.204408817635272,16.412825651302605,7.214428857715431,10.881763527054108,10.761523046092185,10.641282565130261,11.783567134268537,11.362725450901802,10.641282565130261,11.783567134268537,10.641282565130261,10.761523046092185,10.761523046092185,10.761523046092185,10.761523046092185,10.761523046092185,10.761523046092185
28,10.881763527054108,10.701402805611222,12.324649298597194,16.53306613226453,7.274549098196393,11.002004008016032,10.881763527054108,10.761523046092185,11.843687374749498,11.482965931863728,10.761523046092185,11.843687374749498,10.761523046092185,10.881763527054108,10.881763527054108,10.881763527054108,10.881763527054108,10.881763527054108,10.881763527054108
29,10.521042084168336,10.340681362725451,12.144288577154308,15.571142284569138,7.8156312625250495,10.821643286573146,10.521042084168336,10.160320641282565,11.002004008016032,10.5811623246493,10.460921843687375,11.002004008016032,10.160320641282565,10.521042084168336,10.521042084168336,11.182364729458918,10.160320641282565,10.521042084168336,10.521042084168336
30,10.881763527054108,10.881763527054108,10.881763527054108,15.511022044088177,8.777555110220442,10.881763527054108,10.881763527054108,10.220440881763526,11.843687374749498,10.881763527054108,10.641282565130261,11.843687374749498,10.220440881763526,10.881763527054108,10.881763527054108,11.302605210420841,10.280561122244489,10.881763527054108,10.881763527054108
31,10.521042084168336,10.460921843687375,10.881763527054108,15.691382765531063,7.094188376753507,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336
32,11.90380761523046,11.783567134268537,12.625250501002004,17.555110220440884,8.71743486973948,11.90380761523046,11.90380761523046,10.761523046092185,15.751503006012024,11.90380761523046,11.90380761523046,15.751503006012024,10.761523046092185,11.90380761523046,11.90380761523046,11.90380761523046,11.723446893787576,11.90380761523046,11.90380761523046
33,11.362725450901802,9.859719438877756,17.194388777555112,17.49498997995992,8.296593186372744,11.422845691382767,11.302605210420841,10.280561122244489,15.330661322645291,12.084168336673347,10.400801603206414,15.330661322645291,10.280561122244489,11.062124248496994,13.226452905811623,11.362725450901802,11.302605210420841,13.226452905811623,11.062124248496994
34,11.002004008016032,11.002004008016032,11.062124248496994,17.43486973947896,7.034068136272546,11.122244488977957,11.002004008016032,10.280561122244489,12.204408817635272,11.062124248496994,11.002004008016032,12.204408817635272,10.280561122244489,11.002004008016032,11.062124248496994,11.543086172344688,10.340681362725451,11.062124248496994,11.002004008016032
35,8.476953907815632,8.236472945891784,10.5811623246493,13.40681362725451,5.591182364729459,9.859719438877756,8.296593186372744,7.875751503006012,11.122244488977957,8.837675350701403,7.935871743486974,11.122244488977957,7.875751503006012,8.476953907815632,8.476953907815632,8.537074148296593,8.476953907815632,8.597194388777556,8.476953907815632
36,10.521042084168336,10.460921843687375,11.362725450901802,15.811623246492987,7.094188376753507,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.5811623246493,10.521042084168336,10.521042084168336,10.521042084168336
37,10.460921843687375,10.160320641282565,12.80561122244489,15.931863727454909,7.034068136272546,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.521042084168336,10.460921843687375,10.460921843687375,10.460921843687375
38,12.204408817635272,12.204408817635272,12.324649298597194,19.59919839679359,7.875751503006012,12.204408817635272,12.204408817635272,10.881763527054108,16.412825651302605,12.204408817635272,12.204408817635272,16.412825651302605,10.821643286573146,12.204408817635272,12.204408817635272,12.264529058116233,11.843687374749498,12.204408817635272,12.204408817635272
39,10.460921843687375,10.280561122244489,12.084168336673347,15.871743486973948,7.034068136272546,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375
40,11.843687374749498,11.843687374749498,12.144288577154308,18.637274549098198,7.755511022044089,11.843687374749498,11.843687374749498,10.761523046092185,14.428857715430862,11.843687374749498,11.843687374749498,14.428857715430862,10.701402805611222,11.843687374749498,11.843687374749498,12.024048096192384,11.122244488977957,11.843687374749498,11.843687374749498
41,11.963927855711423,10.881763527054108,17.014028056112224,18.69739478957916,7.875751503006012,12.084168336673347,11.963927855711423,10.761523046092185,16.172344689378757,12.084168336673347,11.422845691382767,16.172344689378757,10.761523046092185,11.963927855711423,11.963927855711423,11.963927855711423,11.783567134268537,11.963927855711423,11.963927855711423
42,10.220440881763526,10.220440881763526,10.340681362725451,16.172344689378757,6.673346693386774,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.340681362725451,10.220440881763526,10.220440881763526,10.220440881763526
43,10.340681362725451,10.340681362725451,10.460921843687375,16.172344689378757,6.8537074148296595,10.340681362725451,10.340681362725451,10.280561122244489,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.280561122244489,10.340681362725451,10.340681362725451,10.5811623246493,10.280561122244489,10.340681362725451,10.340681362725451
44,11.663326653306614,11.663326653306614,11.783567134268537,17.43486973947896,8.777555110220442,11.723446893787576,11.663326653306614,10.460921843687375,16.052104208416832,11.663326653306614,11.663326653306614,16.052104208416832,10.460921843687375,11.663326653306614,11.663326653306614,11.663326653306614,11.663326653306614,11.663326653306614,11.663326653306614
45,11.90380761523046,11.723446893787576,13.286573146292586,16.412825651302605,10.400801603206414,12.024048096192384,11.843687374749498,10.5811623246493,16.352705410821645,11.90380761523046,11.723446893787576,16.352705410821645,10.5811623246493,11.90380761523046,11.90380761523046,11.90380761523046,11.783567134268537,11.90380761523046,11.90380761523046
46,10.821643286573146,9.559118236472946,16.052104208416832,16.23246492985972,8.296593186372744,11.062124248496994,10.821643286573146,10.160320641282565,11.963927855711423,10.94188376753507,10.400801603206414,11.963927855711423,10.160320641282565,10.821643286573146,10.821643286573146,11.182364729458918,10.220440881763526,10.821643286573146,10.821643286573146
47,11.122244488977957,11.122244488977957,11.302605210420841,16.052104208416832,8.71743486973948,11.122244488977957,11.122244488977957,10.400801603206414,12.264529058116233,11.182364729458918,10.94188376753507,12.264529058116233,10.400801603206414,11.122244488977957,11.122244488977957,11.543086172344688,10.521042084168336,11.122244488977957,11.122244488977957
48,11.002004008016032,10.94188376753507,11.482965931863728,15.150300601202407,9.498997995991983,11.062124248496994,11.002004008016032,10.400801603206414,12.084168336673347,11.122244488977957,10.5811623246493,12.084168336673347,10.400801603206414,11.002004008016032,11.002004008016032,11.362725450901802,10.460921843687375,11.002004008016032,11.002004008016032
49,11.603206412825651,11.543086172344688,12.384769539078157,17.194388777555112,8.476953907815632,11.663326653306614,11.603206412825651,10.460921843687375,15.511022044088177,11.603206412825651,11.603206412825651,15.511022044088177,10.460921843687375,11.603206412825651,11.603206412825651,11.603206412825651,11.482965931863728,11.603206412825651,11.603206412825651
50,10.701402805611222,10.641282565130261,11.122244488977957,16.052104208416832,7.214428857715431,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222,10.701402805611222
51,10.761523046092185,10.761523046092185,11.302605210420841,16.352705410821645,7.214428857715431,10.821643286573146,10.761523046092185,10.701402805611222,11.603206412825651,11.302605210420841,10.701402805611222,11.603206412825651,10.701402805611222,10.761523046092185,10.761523046092185,10.761523046092185,10.761523046092185,10.821643286573146,10.761523046092185
52,10.220440881763526,10.04008016032064,11.783567134268537,15.450901803607215,6.913827655310621,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.280561122244489,10.220440881763526,10.220440881763526,10.220440881763526
53,10.460921843687375,10.400801603206414,10.881763527054108,15.631262525050099,7.094188376753507,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375
54,10.94188376753507,10.94188376753507,11.002004008016032,15.150300601202407,9.498997995991983,10.94188376753507,10.94188376753507,10.641282565130261,11.362725450901802,10.94188376753507,10.94188376753507,11.362725450901802,10.641282565130261,10.94188376753507,10.94188376753507,11.723446893787576,10.5811623246493,10.94188376753507,10.94188376753507
55,11.783567134268537,11.783567134268537,11.783567134268537,15.150300601202407,11.002004008016032,12.565130260521043,11.663326653306614,10.521042084168336,15.090180360721442,11.783567134268537,11.783567134268537,15.090180360721442,10.521042084168336,11.783567134268537,11.783567134268537,11.90380761523046,11.122244488977957,11.783567134268537,11.783567134268537
56,11.002004008016032,11.002004008016032,11.002004008016032,15.210420841683367,9.559118236472946,11.002004008016032,11.002004008016032,10.641282565130261,11.362725450901802,11.002004008016032,10.94188376753507,11.362725450901802,10.641282565130261,11.002004008016032,11.002004008016032,11.723446893787576,10.641282565130261,11.002004008016032,11.002004008016032
57,7.8156312625250495,7.8156312625250495,7.875751503006012,11.843687374749498,5.410821643286573,8.176352705410823,7.8156312625250495,7.274549098196393,10.100200400801604,8.11623246492986,7.334669338677355,10.100200400801604,7.274549098196393,7.8156312625250495,7.8156312625250495,7.8156312625250495,7.8156312625250495,7.935871743486974,7.8156312625250495
58,11.002004008016032,11.002004008016032,11.122244488977957,15.811623246492987,8.71743486973948,11.002004008016032,11.002004008016032,10.280561122244489,12.084168336673347,11.002004008016032,10.821643286573146,12.084168336673347,10.280561122244489,11.002004008016032,11.002004008016032,11.422845691382767,10.340681362725451,11.002004008016032,11.002004008016032
59,11.543086172344688,11.543086172344688,11.783567134268537,18.1563126252505,7.575150300601203,11.543086172344688,11.543086172344688,10.5811623246493,13.46693386773547,11.543086172344688,11.543086172344688,13.46693386773547,10.5811623246493,11.543086172344688,11.543086172344688,11.90380761523046,10.761523046092185,11.603206412825651,11.543086172344688
60,8.957915831663327,8.837675350701403,10.100200400801604,14.488977955911823,5.95190380761523,9.01803607214429,8.957915831663327,8.837675350701403,9.799599198396795,9.438877755511022,8.837675350701403,9.799599198396795,8.837675350701403,8.957915831663327,9.01803607214429,8.957915831663327,8.897795591182364,9.01803607214429,8.957915831663327
61,10.641282565130261,10.5811623246493,11.663326653306614,16.172344689378757,7.154308617234468,10.701402805611222,10.641282565130261,10.5811623246493,11.182364729458918,11.002004008016032,10.5811623246493,11.182364729458918,10.5811623246493,10.641282565130261,10.641282565130261,10.701402805611222,10.641282565130261,10.641282565130261,10.641282565130261
62,12.204408817635272,12.204408817635272,12.384769539078157,18.877755511022045,8.777555110220442,12.324649298597194,12.204408817635272,10.881763527054108,17.25450901803607,12.204408817635272,12.204408817635272,17.25450901803607,10.881763527054108,12.204408817635272,12.204408817635272,12.204408817635272,12.204408817635272,12.204408817635272,12.204408817635272
63,11.843687374749498,11.783567134268537,12.444889779559118,18.09619238476954,8.597194388777556,11.963927855711423,11.843687374749498,10.5811623246493,16.53306613226453,11.843687374749498,11.843687374749498,16.53306613226453,10.5811623246493,11.843687374749498,11.843687374749498,11.843687374749498,11.843687374749498,11.90380761523046,11.843687374749498
64,8.236472945891784,8.176352705410823,8.236472945891784,11.482965931863728,7.034068136272546,8.236472945891784,8.236472945891784,7.635270541082164,10.220440881763526,8.356713426853707,7.8156312625250495,10.761523046092185,7.274549098196393,8.176352705410823,8.296593186372744,8.236472945891784,7.935871743486974,8.296593186372744,8.176352705410823
65,10.761523046092185,10.400801603206414,13.46693386773547,15.811623246492987,8.41683366733467,10.94188376753507,10.761523046092185,10.160320641282565,11.723446893787576,10.821643286573146,10.701402805611222,11.723446893787576,10.160320641282565,10.761523046092185,10.761523046092185,11.302605210420841,10.160320641282565,10.761523046092185,10.761523046092185
66,10.340681362725451,10.340681362725451,10.400801603206414,17.314629258517034,6.312625250501002,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451
67,9.799599198396795,9.799599198396795,9.799599198396795,16.23246492985972,6.012024048096192,9.799599198396795,9.799599198396795,9.73947895791583,9.799599198396795,9.799599198396795,9.73947895791583,9.799599198396795,9.73947895791583,9.799599198396795,9.799599198396795,9.799599198396795,9.73947895791583,9.799599198396795,9.799599198396795
68,10.220440881763526,10.220440881763526,10.280561122244489,17.074148296593187,6.25250501002004,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526,10.220440881763526
69,9.318637274549099,9.258517034068138,9.73947895791583,14.969939879759519,6.432865731462926,10.280561122244489,9.198396793587174,9.318637274549099,9.438877755511022,9.438877755511022,9.318637274549099,9.438877755511022,9.318637274549099,9.318637274549099,9.318637274549099,9.318637274549099,9.318637274549099,9.318637274549099,9.318637274549099
70,10.04008016032064,9.97995991983968,10.521042084168336,16.112224448897795,6.973947895791583,11.002004008016032,9.919839679358718,10.04008016032064,10.100200400801604,10.100200400801604,10.04008016032064,10.160320641282565,9.97995991983968,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064,10.04008016032064
71,10.160320641282565,9.799599198396795,12.865731462925853,16.893787575150302,6.3727454909819645,11.362725450901802,9.97995991983968,10.04008016032064,11.062124248496994,10.761523046092185,10.04008016032064,11.062124248496994,10.04008016032064,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565,10.160320641282565
72,12.324649298597194,12.324649298597194,12.444889779559118,19.839679358717436,7.935871743486974,12.324649298597194,12.324649298597194,11.002004008016032,16.412825651302605,12.324649298597194,12.324649298597194,16.412825651302605,11.002004008016032,12.324649298597194,12.50501002004008,12.444889779559118,11.90380761523046,12.625250501002004,12.324649298597194
73,10.94188376753507,10.761523046092185,12.444889779559118,16.713426853707414,7.334669338677355,11.062124248496994,10.94188376753507,10.701402805611222,12.50501002004008,11.603206412825651,10.701402805611222,12.50501002004008,10.701402805611222,10.94188376753507,10.94188376753507,10.94188376753507,10.881763527054108,10.94188376753507,10.94188376753507
74,11.302605210420841,11.302605210420841,11.482965931863728,17.25450901803607,7.575150300601203,12.80561122244489,11.062124248496994,10.521042084168336,12.565130260521043,11.302605210420841,11.302605210420841,12.565130260521043,10.521042084168336,11.302605210420841,11.302605210420841,11.783567134268537,10.5811623246493,11.362725450901802,11.302605210420841
75,10.521042084168336,10.400801603206414,11.723446893787576,15.631262525050099,8.11623246492986,10.521042084168336,10.521042084168336,10.521042084168336,10.5811623246493,10.5811623246493,10.521042084168336,10.5811623246493,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336
76,11.002004008016032,11.002004008016032,11.062124248496994,15.210420841683367,9.619238476953909,11.002004008016032,11.002004008016032,10.521042084168336,11.663326653306614,11.062124248496994,10.821643286573146,11.663326653306614,10.521042084168336,11.002004008016032,11.002004008016032,11.663326653306614,10.521042084168336,11.002004008016032,11.002004008016032
77,10.460921843687375,10.100200400801604,13.346693386773548,17.43486973947896,6.613226452905812,11.723446893787576,10.280561122244489,10.280561122244489,11.843687374749498,11.24248496993988,10.280561122244489,11.843687374749498,10.280561122244489,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375,10.460921843687375
78,11.723446893787576,10.521042084168336,17.014028056112224,17.915831663326653,8.597194388777556,11.723446893787576,11.723446893787576,10.5811623246493,15.811623246492987,12.50501002004008,10.701402805611222,15.811623246492987,10.5811623246493,11.362725450901802,13.827655310621243,11.723446893787576,11.723446893787576,13.827655310621243,11.362725450901802
79,10.521042084168336,10.521042084168336,10.5811623246493,14.66933867735471,9.07815631262525,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.521042084168336,10.5811623246493,10.521042084168336,10.521042084168336,10.521042084168336
80,10.641282565130261,10.460921843687375,12.324649298597194,15.751503006012024,8.056112224448897,10.641282565130261,10.641282565130261,10.220440881763526,12.565130260521043,12.204408817635272,10.220440881763526,12.565130260521043,10.220440881763526,10.280561122244489,12.384769539078157,10.641282565130261,10.521042084168336,12.384769539078157,10.280561122244489
81,12.324649298597194,11.963927855711423,15.090180360721442,19.058116232464933,8.176352705410823,12.324649298597194,12.324649298597194,11.062124248496994,16.83366733466934,12.324649298597194,12.324649298597194,16.83366733466934,11.062124248496994,12.324649298597194,12.324649298597194,12.324649298597194,12.204408817635272,12.324649298597194,12.324649298597194
82,10.400801603206414,10.340681362725451,11.002004008016032,15.631262525050099,7.034068136272546,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414,10.400801603206414
83,11.963927855711423,11.963927855711423,12.084168336673347,19.178356713426854,7.755511022044089,11.963927855711423,11.963927855711423,10.701402805611222,15.511022044088177,11.963927855711423,11.963927855711423,15.571142284569138,10.701402805611222,11.963927855711423,12.144288577154308,12.084168336673347,11.422845691382767,12.264529058116233,11.90380761523046
84,11.482965931863728,11.362725450901802,12.745490981963929,15.571142284569138,10.280561122244489,11.543086172344688,11.482965931863728,10.220440881763526,15.871743486973948,11.543086172344688,11.062124248496994,15.871743486973948,10.220440881763526,11.482965931863728,11.482965931863728,11.482965931863728,11.422845691382767,11.482965931863728,11.482965931863728
85,7.935871743486974,7.935871743486974,8.056112224448897,12.324649298597194,5.2304609218436875,8.476953907815632,7.875751503006012,7.454909819639279,10.04008016032064,8.356713426853707,7.515030060120241,10.04008016032064,7.454909819639279,7.935871743486974,7.935871743486974,7.935871743486974,7.935871743486974,7.935871743486974,7.935871743486974
86,10.340681362725451,10.220440881763526,11.482965931863728,15.330661322645291,7.875751503006012,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451,10.340681362725451
87,11.362725450901802,11.302605210420841,11.723446893787576,17.43486973947896,7.575150300601203,12.204408817635272,11.24248496993988,10.220440881763526,15.330661322645291,11.362725450901802,11.362725450901802,15.330661322645291,10.220440881763526,11.362725450901802,11.362725450901802,11.362725450901802,11.24248496993988,11.362725450901802,11.362725450901802
88,11.482965931863728,11.422845691382767,11.963927855711423,17.615230460921843,7.695390781563126,12.685370741482965,11.362725450901802,10.340681362725451,15.511022044088177,11.482965931863728,11.482965931863728,15.511022044088177,10.340681362725451,11.482965931863728,11.482965931863728,11.543086172344688,11.362725450901802,11.543086172344688,11.482965931863728
